tabla,fila,campo,tipo,reportado,propio,dif,tolerancia,ok,exacto_al_redondeo
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,meses,categoria,200809-202607,200809-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,n,n,215,215,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,media,media,−0.079,-0.078930,0.000070,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,x12,x12,−0.95,-0.947163,0.002837,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,t,t,−0.33,-0.330091,-0.000091,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,IC NW lo,ic,-0.548,-0.547591,0.000409,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,IC NW hi,ic,0.390,0.389730,-0.000270,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,IC boot lo,ic,-0.583,-0.583209,-0.000209,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,IC boot hi,ic,0.432,0.431674,-0.000326,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,meses,categoria,196307-201304,196307-201304,,igual,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,x12,x12,1.14,1.139398,-0.000602,0.12,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,t,t,1.77,1.770405,0.000405,0.05,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,IC NW lo,ic,-0.010,-0.010166,-0.000166,0.01,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,IC NW hi,ic,0.200,0.200066,0.000066,0.01,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 pre,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,meses,categoria,201305-202607,201305-202607,,igual,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,x12,x12,0.76,0.764528,0.004528,0.12,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,t,t,0.69,0.690526,0.000526,0.05,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,IC NW lo,ic,-0.117,-0.117123,-0.000123,0.01,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,IC NW hi,ic,0.245,0.244545,-0.000455,0.01,True,True
5. Variantes de fecha de publicación,OP-LO-VW NM13 post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,meses,categoria,196307-201304,196307-201304,,igual,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,x12,x12,2.66,2.659064,-0.000936,0.12,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,t,t,1.54,1.544282,0.004282,0.05,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,IC NW lo,ic,-0.060,-0.059646,0.000354,0.01,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,IC NW hi,ic,0.503,0.502823,-0.000177,0.01,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 pre,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,meses,categoria,201305-202607,201305-202607,,igual,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,x12,x12,2.53,2.534340,0.004340,0.12,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,t,t,0.72,0.715417,-0.004583,0.05,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,IC NW lo,ic,-0.367,-0.367397,-0.000397,0.01,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,IC NW hi,ic,0.790,0.789787,-0.000213,0.01,True,True
5. Variantes de fecha de publicación,OP-LS-VW NM13 post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,meses,categoria,196307-201504,196307-201504,,igual,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,x12,x12,3.10,3.097235,-0.002765,0.12,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,t,t,3.32,3.321050,0.001050,0.05,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,IC NW lo,ic,0.106,0.105780,-0.000220,0.01,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,IC NW hi,ic,0.410,0.410426,0.000426,0.01,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 pre,veredicto,categoria,apoyo,apoyo,,igual,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,meses,categoria,201505-202607,201505-202607,,igual,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,x12,x12,−0.89,-0.888000,0.002000,0.12,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,t,t,−0.39,-0.388723,0.001277,0.05,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,IC NW lo,ic,-0.447,-0.447112,-0.000112,0.01,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,IC NW hi,ic,0.299,0.299112,0.000112,0.01,True,True
5. Variantes de fecha de publicación,INV-LO-VW FF15 post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,meses,categoria,196307-201504,196307-201504,,igual,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,x12,x12,3.80,3.801029,0.001029,0.12,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,t,t,2.42,2.421687,0.001687,0.05,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,IC NW lo,ic,0.060,0.060393,0.000393,0.01,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,IC NW hi,ic,0.573,0.573112,0.000112,0.01,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 pre,veredicto,categoria,apoyo,apoyo,,igual,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,meses,categoria,201505-202607,201505-202607,,igual,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,x12,x12,−2.58,-2.577778,0.002222,0.12,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,t,t,−0.63,-0.633314,-0.003314,0.05,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,IC NW lo,ic,-0.880,-0.879618,0.000382,0.01,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,IC NW hi,ic,0.450,0.449989,-0.000011,0.01,True,True
5. Variantes de fecha de publicación,INV-LS-VW FF15 post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,meses,categoria,199401-202607,199401-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,n,n,391,391,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,media,media,0.087,0.087027,0.000027,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,x12,x12,1.04,1.044319,0.004319,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,t,t,1.28,1.283035,0.003035,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,IC NW lo,ic,-0.046,-0.045915,0.000085,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,IC NW hi,ic,0.220,0.219968,-0.000032,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN mxn-completo,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,n,n,312,312,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,media,media,0.097,0.096704,-0.000296,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,x12,x12,1.16,1.160442,0.000442,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,t,t,1.30,1.299139,-0.000861,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,IC NW lo,ic,-0.049,-0.049190,-0.000190,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,IC NW hi,ic,0.243,0.242597,-0.000403,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,meses,categoria,201505-202607,201505-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,n,n,135,135,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,media,media,0.069,0.069388,0.000388,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,x12,x12,0.83,0.832656,0.002656,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,t,t,0.63,0.634368,0.004368,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,IC NW lo,ic,-0.145,-0.144995,0.000005,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,IC NW hi,ic,0.284,0.283771,-0.000229,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,OP-LO-VW MXN post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,meses,categoria,199401-202607,199401-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,n,n,391,391,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,media,media,0.125,0.124857,-0.000143,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,x12,x12,1.50,1.498279,-0.001721,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,t,t,1.68,1.679177,-0.000823,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,IC NW lo,ic,-0.021,-0.020878,0.000122,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,IC NW hi,ic,0.271,0.270591,-0.000409,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN mxn-completo,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,n,n,312,312,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,media,media,0.114,0.113995,-0.000005,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,x12,x12,1.37,1.367936,-0.002064,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,t,t,1.41,1.406252,-0.003748,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,IC NW lo,ic,-0.045,-0.044885,0.000115,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,IC NW hi,ic,0.273,0.272875,-0.000125,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,meses,categoria,200805-202607,200805-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,n,n,219,219,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,media,media,0.045,0.045355,0.000355,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,x12,x12,0.54,0.544259,0.004259,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,t,t,0.81,0.808799,-0.001201,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,IC NW lo,ic,-0.065,-0.064554,0.000446,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,IC NW hi,ic,0.155,0.155264,0.000264,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,NI-LO-VW MXN post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,meses,categoria,199401-202607,199401-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,n,n,391,391,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,media,media,0.007,0.006551,-0.000449,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,x12,x12,0.08,0.078614,-0.001386,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,t,t,0.05,0.054033,0.004033,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,IC NW lo,ic,-0.231,-0.231086,-0.000086,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,IC NW hi,ic,0.244,0.244188,0.000188,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN mxn-completo,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,n,n,312,312,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,media,media,0.090,0.090437,0.000437,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,x12,x12,1.09,1.085247,-0.004753,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,t,t,0.67,0.665074,-0.004926,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,IC NW lo,ic,-0.176,-0.176080,-0.000080,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,IC NW hi,ic,0.357,0.356955,-0.000045,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,meses,categoria,200603-202607,200603-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,n,n,245,245,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,media,media,0.034,0.033659,-0.000341,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,x12,x12,0.40,0.403907,0.003907,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,t,t,0.25,0.248409,-0.001591,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,IC NW lo,ic,-0.232,-0.231913,0.000087,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,IC NW hi,ic,0.299,0.299231,0.000231,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,VAR-LO-VW MXN post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,meses,categoria,199401-202607,199401-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,n,n,391,391,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,media,media,0.131,0.130967,-0.000033,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,x12,x12,1.57,1.571606,0.001606,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,t,t,1.27,1.271225,0.001225,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,IC NW lo,ic,-0.071,-0.070957,0.000043,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,IC NW hi,ic,0.333,0.332891,-0.000109,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN mxn-completo,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,n,n,312,312,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,media,media,0.174,0.174412,0.000412,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,x12,x12,2.09,2.092945,0.002945,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,t,t,1.42,1.416959,-0.003041,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,IC NW lo,ic,-0.067,-0.066838,0.000162,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,IC NW hi,ic,0.416,0.415662,-0.000338,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,meses,categoria,200809-202607,200809-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,n,n,215,215,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,media,media,0.045,0.044789,-0.000211,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,x12,x12,0.54,0.537468,-0.002532,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,t,t,0.31,0.309128,-0.000872,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,IC NW lo,ic,-0.239,-0.239187,-0.000187,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,IC NW hi,ic,0.329,0.328765,-0.000235,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,INV-LO-VW MXN post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,meses,categoria,199401-202607,199401-202607,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,n,n,391,391,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,media,media,0.056,0.055674,-0.000326,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,x12,x12,0.67,0.668092,-0.001908,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,t,t,0.65,0.652935,0.002935,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,IC NW lo,ic,-0.111,-0.111448,-0.000448,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,IC NW hi,ic,0.223,0.222796,-0.000204,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN mxn-completo,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,n,n,312,312,0.0,0,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,media,media,0.079,0.078992,-0.000008,0.01,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,x12,x12,0.95,0.947898,-0.002102,0.12,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,t,t,0.80,0.802752,0.002752,0.05,True,True
6. Exceso long-only sobre el mercado en MXN,RESVAR-LO-VW MXN 2000-2025,IC NW lo,ic,-0.114,-0.113871,0.000129,0.01,True,True
